date,open,high,low,close,volume
06-09-2017,144.3687,144.5756,142.1489,142.2148,1810764
07-09-2017,142.7415,143.2729,142.0925,142.4029,884640
08-09-2017,142.1019,143.5316,141.4059,142.9014,866445
11-09-2017,144.284,144.5756,143.1028,143.6915,891235
12-09-2017,143.8137,144.5098,143.4187,144.4721,587235
13-09-2017,144.1523,144.585,143.8608,144.3404,630739
14-09-2017,143.9548,144.6225,143.7244,144.585,618933
15-09-2017,144.5568,145.234,144.1617,144.8484,1085879
18-09-2017,145.3939,145.535,144.7178,145.2528,840154
19-09-2017,145.6761,146.4097,144.9612,146.3627,883812
20-09-2017,146.7295,147.0728,146.0617,146.5696,639009
21-09-2017,146.2028,146.8236,145.6949,146.4944,536830
22-09-2017,146.4567,148.1121,146.3674,147.5008,820964
25-09-2017,147.275,147.5854,145.3519,146.278,1018309
26-09-2017,146.278,146.9082,145.535,145.8548,865108
27-09-2017,146.7013,146.8565,145.5538,145.5726,726976
28-09-2017,145.535,146.2874,145.1305,146.2874,911237
29-09-2017,146.0523,147.0587,145.6902,147.0211,605056
02-10-2017,147.529,148.6671,147.1151,148.1592,772996
03-10-2017,147.9805,150.0685,147.6701,149.7487,686184
04-10-2017,149.871,150.3225,149.5606,150.1156,688245
05-10-2017,150.2284,150.4918,149.0903,149.5888,859729
06-10-2017,149.9557,150.3272,148.6201,149.0339,775718
09-10-2017,149.4666,150.0874,148.9116,149.7111,528559
10-10-2017,149.777,150.0027,149.2596,149.3631,635845
11-10-2017,149.2314,149.7299,148.6201,149.5512,1821018
12-10-2017,149.8522,152.0532,149.57,151.5452,993752
13-10-2017,151.6957,153.2759,151.0091,152.2036,990611
16-10-2017,152.2036,152.8715,151.9685,152.8056,1045747
17-10-2017,153.0878,153.1912,151.5641,152.072,857861
18-10-2017,152.3447,152.6457,151.5452,151.5735,959270
19-10-2017,150.9433,151.3853,149.4854,149.9651,1406127
20-10-2017,150.7458,151.9591,150.5153,151.9497,1014494
23-10-2017,152.6927,153.417,151.9215,152.467,647894
24-10-2017,152.42,152.9843,151.5264,152.2789,863405
25-10-2017,152.2789,152.6457,150.6611,151.3806,1037940
26-10-2017,153.3888,156.2951,152.467,155.1947,2574998
27-10-2017,154.9877,155.0348,152.1848,152.5234,1707842
30-10-2017,151.9215,151.9873,146.8706,146.9646,1710625
31-10-2017,147.228,148.3849,144.1429,147.1716,2757936
01-11-2017,147.7453,148.6953,146.833,147.2562,1506048
02-11-2017,146.9176,147.5948,146.1087,146.2592,1289476
03-11-2017,146.9552,149.3631,145.5068,149.2596,1755455
06-11-2017,148.6765,150.1156,148.1121,149.2126,1011118
07-11-2017,149.3161,150.1344,148.7837,149.6171,965065
08-11-2017,149.1938,150.9574,148.4696,150.5482,1051565
09-11-2017,149.9086,150.4636,147.1528,148.526,753245
10-11-2017,148.3285,148.5072,147.4067,147.6136,679643
13-11-2017,147.3879,149.3537,147.1998,148.6389,789701
14-11-2017,148.272,150.4166,147.6136,149.8334,941146
15-11-2017,148.4131,149.7676,147.4161,149.3819,1281079
16-11-2017,149.4948,151.9779,149.4948,150.5859,1091692
17-11-2017,150.3883,151.7127,149.4572,151.0467,931579
20-11-2017,151.5735,153.2383,151.0185,152.5517,1054723
21-11-2017,153.0219,154.5362,152.5517,153.9719,1895129
22-11-2017,154.2541,154.7714,152.9937,153.5204,563553
24-11-2017,153.765,154.8467,153.6333,154.3858,253718
27-11-2017,154.4596,155.3837,154.205,155.016,675555
28-11-2017,155.5629,156.3738,154.2616,156.3643,1030701
29-11-2017,156.7321,158.2879,154.2993,155.3271,1070580
30-11-2017,155.9777,157.1092,153.9222,156.0343,1652260
01-12-2017,155.8269,157.0527,153.0358,156.6849,1053521
04-12-2017,157.8259,159.3534,152.9887,157.9013,1213874
05-12-2017,158.4482,161.3335,157.939,158.3067,1055015
06-12-2017,158.4482,159.7306,158.1983,158.9951,666401
07-12-2017,158.6179,160.2303,158.1842,159.8531,544718
08-12-2017,160.3152,161.4372,159.7306,161.4372,932742
11-12-2017,161.5032,162.465,160.8856,161.8993,1161602
12-12-2017,162.0501,164.134,161.6635,162.7196,1333258
13-12-2017,162.6913,163.3325,159.2968,159.3628,2066854
14-12-2017,159.2214,160.2963,157.7881,158.0239,1250731
15-12-2017,159.2874,160.2868,158.8442,159.4005,1713836
18-12-2017,159.9474,161.607,159.5043,161.1544,1268691
19-12-2017,162.2104,162.3802,160.8055,162.1821,1017492
20-12-2017,161.6447,162.4745,159.7683,160.3057,1391197
21-12-2017,160.3717,161.475,158.9574,159.1459,701562
22-12-2017,159.344,159.9569,158.0616,158.2502,874718
26-12-2017,158.6839,159.1271,157.1564,157.8636,553672
27-12-2017,158.3633,160.1926,158.1842,159.7306,664114
28-12-2017,159.8154,160.2303,158.9762,160.1549,395004
29-12-2017,160.532,161.3231,159.7023,159.7306,685585
02-01-2018,160.0512,160.5792,158.401,158.5236,941830
03-01-2018,158.6556,161.4184,158.3633,161.0695,808399
04-01-2018,161.5221,164.0774,161.508,163.4834,727429
05-01-2018,163.672,165.7558,163.672,165.671,688852
08-01-2018,165.5012,167.3116,165.1358,167.0665,948261
09-01-2018,167.2079,168.3111,166.4536,167.123,906256
10-01-2018,167.2456,167.8774,165.0203,165.5861,935797
11-01-2018,165.9067,166.4159,164.5206,166.331,714143
12-01-2018,166.8685,167.7831,165.9161,167.5002,711200
16-01-2018,167.9434,168.4243,165.0863,165.7935,841139
17-01-2018,166.6893,167.1891,164.9638,166.6987,1044443
18-01-2018,166.3781,169.4143,166.3781,168.4431,1109613
19-01-2018,169.6312,171.8376,168.0565,170.8004,1088331
22-01-2018,170.9324,171.7716,169.5181,171.7528,873378
23-01-2018,171.8282,173.186,170.8287,172.4883,776175
24-01-2018,172.7051,173.9686,171.5501,172.658,791213
25-01-2018,173.1483,174.2232,171.2342,171.5076,748584
26-01-2018,172.3751,173.6952,171.2342,173.3086,1091210
29-01-2018,173.3086,174.7607,170.6024,170.7061,1065609
30-01-2018,170.4704,172.1677,169.7255,170.0461,1219643
31-01-2018,170.5081,172.0357,170.395,170.7627,1243723
01-02-2018,170.1027,172.5354,169.1786,171.6113,1102148
02-02-2018,171.187,171.4793,167.1891,167.2079,1118848
05-02-2018,166.9345,168.231,155.5723,156.8641,2508170
06-02-2018,156.4775,170.6684,156.4681,169.6878,5582527
07-02-2018,169.5275,174.7984,165.0298,172.262,2406019
08-02-2018,172.3657,174.6004,163.2665,163.4174,2651049
09-02-2018,165.0109,168.6506,160.3435,167.3682,2386976
12-02-2018,169.7255,172.9126,167.9717,170.065,1723941
13-02-2018,169.1598,172.0074,169.1598,171.5548,1497920
14-02-2018,170.857,175.7508,169.7066,175.4113,1567544
15-02-2018,176.6088,178.4381,174.1667,178.1363,1530472
16-02-2018,178.0232,180.0882,177.283,178.4758,1302233
20-02-2018,177.6743,179.6073,176.4768,177.1746,938197
21-02-2018,176.8917,180.3051,176.821,176.8728,1196823
22-02-2018,177.4669,178.5324,176.3919,177.1274,1028737
23-02-2018,177.9582,181.4277,177.5895,181.2008,1114853
26-02-2018,181.9477,182.7796,180.9929,182.7418,1299980
27-02-2018,182.7323,184.7933,182.1651,182.5905,1278478
